Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Status
gullah-geechee-business-planning,Gullah Geechee Business Planning,<p>Gullah Geechee Business Planning — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2fbf288,3.99,1,deny,manual,,active
the-gullah-geechee-guide-to-determination,The Gullah Geechee Guide to Determination,<p>The Gullah Geechee Guide to Determination — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-0edd1ed,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cultivate-patience,KDP Draft — How to Cultivate Patience,<p>KDP Draft — How to Cultivate Patience — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-df8624e,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-a-freelance-career,KDP Draft — How to Build a Freelance Career,<p>KDP Draft — How to Build a Freelance Career — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-34f08a2,3.99,1,deny,manual,,active
kdp-draft-—-gullah-geechee-microenterprise,KDP Draft — Gullah Geechee Microenterprise,<p>KDP Draft — Gullah Geechee Microenterprise — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cf2d69e,3.99,1,deny,manual,,active
gullah-geechee-community-commerce,Gullah Geechee Community Commerce,<p>Gullah Geechee Community Commerce — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b06f0cf,3.99,1,deny,manual,,active
kdp-draft-—-how-to-embrace-your-authentic-self,KDP Draft — How to Embrace Your Authentic Self,<p>KDP Draft — How to Embrace Your Authentic Self — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e1700ca,3.99,1,deny,manual,,active
how-to-cook-lowcountry-boil,How to Cook Lowcountry Boil,<p>How to Cook Lowcountry Boil — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-942dace,3.99,1,deny,manual,,active
how-to-make-gullah-breakfast,How to Make Gullah Breakfast,<p>How to Make Gullah Breakfast — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bab07d7,3.99,1,deny,manual,,active
how-to-cook-collard-greens-the-right-way,How to Cook Collard Greens the Right Way,<p>How to Cook Collard Greens the Right Way — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b9d0cd2,3.99,1,deny,manual,,active
how-to-write-copy-that-sells,How to Write Copy That Sells,<p>How to Write Copy That Sells — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2f8e807,3.99,1,deny,manual,,active
how-to-master-your-morning-routine,How to Master Your Morning Routine,<p>How to Master Your Morning Routine — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ad975aa,3.99,1,deny,manual,,active
how-to-break-bad-habits-forever,How to Break Bad Habits Forever,<p>How to Break Bad Habits Forever — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2017d0c,3.99,1,deny,manual,,active
kdp-draft-—-how-to-develop-daily-discipline,KDP Draft — How to Develop Daily Discipline,<p>KDP Draft — How to Develop Daily Discipline — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5204ece,3.99,1,deny,manual,,active
how-to-cultivate-daily-gratitude,How to Cultivate Daily Gratitude,<p>How to Cultivate Daily Gratitude — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bae6170,3.99,1,deny,manual,,active
sweetgrass-basket,Sweetgrass Basket,<p>Sweetgrass Basket — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2afec44,3.99,1,deny,manual,,active
how-to-find-your-purpose,How to Find Your Purpose,<p>How to Find Your Purpose — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7169b53,3.99,1,deny,manual,,active
how-to-make-gullah-tea-cakes,How to Make Gullah Tea Cakes,<p>How to Make Gullah Tea Cakes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a958d34,3.99,1,deny,manual,,active
how-to-build-a-subscription-business,How to Build a Subscription Business,<p>How to Build a Subscription Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-be95493,3.99,1,deny,manual,,active
how-to-create-a-marketing-funnel,How to Create a Marketing Funnel,<p>How to Create a Marketing Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e77ce26,3.99,1,deny,manual,,active
how-to-create-a-brand-style-guide,How to Create a Brand Style Guide,<p>How to Create a Brand Style Guide — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-70c5317,3.99,1,deny,manual,,active
how-to-start-a-side-hustle,How to Start a Side Hustle,<p>How to Start a Side Hustle — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2591aad,3.99,1,deny,manual,,active
how-to-build-abundance,How to Build Abundance,<p>How to Build Abundance — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bfe3f63,3.99,1,deny,manual,,active
how-to-let-go-of-perfectionism,How to Let Go of Perfectionism,<p>How to Let Go of Perfectionism — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-77dae6b,3.99,1,deny,manual,,active
gullah-geechee-appetizers,Gullah Geechee Appetizers,<p>Gullah Geechee Appetizers — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-dd83064,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-brand-style-guide,KDP Draft — How to Create a Brand Style Guide,<p>KDP Draft — How to Create a Brand Style Guide — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d15e260,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-vision-board-that-works,KDP Draft — How to Create a Vision Board That Works,<p>KDP Draft — How to Create a Vision Board That Works — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-165c3eb,3.99,1,deny,manual,,active
how-to-launch-an-online-course,How to Launch an Online Course,<p>How to Launch an Online Course — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5e4b3cc,3.99,1,deny,manual,,active
kdp-draft-—-how-to-write-copy-that-sells,KDP Draft — How to Write Copy That Sells,<p>KDP Draft — How to Write Copy That Sells — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e2d49eb,3.99,1,deny,manual,,active
how-to-build-a-personal-brand,How to Build a Personal Brand,<p>How to Build a Personal Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-21671d7,3.99,1,deny,manual,,active
how-to-stop-people-pleasing,How to Stop People-Pleasing,<p>How to Stop People-Pleasing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-60a37ea,3.99,1,deny,manual,,active
how-to-manage-your-time-effectively,How to Manage Your Time Effectively,<p>How to Manage Your Time Effectively — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1372aa1,3.99,1,deny,manual,,active
how-to-cook-gullah-pork-chops,How to Cook Gullah Pork Chops,<p>How to Cook Gullah Pork Chops — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-dc2e7e5,3.99,1,deny,manual,,active
gullah-geechee-digital-marketing,Gullah Geechee Digital Marketing,<p>Gullah Geechee Digital Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6046cca,3.99,1,deny,manual,,active
how-to-create-a-content-strategy,How to Create a Content Strategy,<p>How to Create a Content Strategy — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3243f80,3.99,1,deny,manual,,active
how-to-navigate-life-transitions,How to Navigate Life Transitions,<p>How to Navigate Life Transitions — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bee3ede,3.99,1,deny,manual,,active
how-to-build-abundance,How to Build Abundance,<p>How to Build Abundance — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b88cba9,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-gullah-breakfast,KDP Draft — How to Make Gullah Breakfast,<p>KDP Draft — How to Make Gullah Breakfast — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bfca53b,3.99,1,deny,manual,,active
how-to-prepare-gullah-side-dishes,How to Prepare Gullah Side Dishes,<p>How to Prepare Gullah Side Dishes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f0dbac9,3.99,1,deny,manual,,active
how-to-prepare-gullah-chicken-soup,How to Prepare Gullah Chicken Soup,<p>How to Prepare Gullah Chicken Soup — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a246cf5,3.99,1,deny,manual,,active
how-to-build-zeal,How to Build Zeal,<p>How to Build Zeal — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9aebc15,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-a-community-around-your-brand,KDP Draft — How to Build a Community Around Your Brand,<p>KDP Draft — How to Build a Community Around Your Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9e6a2f7,3.99,1,deny,manual,,active
kdp-draft-—-how-to-stay-motivated-every-day,KDP Draft — How to Stay Motivated Every Day,<p>KDP Draft — How to Stay Motivated Every Day — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c14428d,3.99,1,deny,manual,,active
how-to-overcome-imposter-syndrome,How to Overcome Imposter Syndrome,<p>How to Overcome Imposter Syndrome — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-786271c,3.99,1,deny,manual,,active
how-to-create-a-sales-funnel,How to Create a Sales Funnel,<p>How to Create a Sales Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8c8f034,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-an-email-list-from-scratch,KDP Draft — How to Build an Email List from Scratch,<p>KDP Draft — How to Build an Email List from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e9fb422,3.99,1,deny,manual,,active
kdp-draft-—-how-to-develop-emotional-intelligence,KDP Draft — How to Develop Emotional Intelligence,<p>KDP Draft — How to Develop Emotional Intelligence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-dc77bea,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-sales-funnel,KDP Draft — How to Create a Sales Funnel,<p>KDP Draft — How to Create a Sales Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d0c010c,3.99,1,deny,manual,,active
gullah-geechee-condiments,Gullah Geechee Condiments,<p>Gullah Geechee Condiments — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-46961e9,3.99,1,deny,manual,,active
sweetgrass-basket,Sweetgrass Basket,<p>Sweetgrass Basket — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1435915,3.99,1,deny,manual,,active
how-to-practice-self-compassion,How to Practice Self-Compassion,<p>How to Practice Self-Compassion — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b63b3cd,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-hoppin-john-for-new-years,KDP Draft — How to Make Hoppin' John for New Year's,<p>KDP Draft — How to Make Hoppin' John for New Year's — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cc30d6e,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-marketing-funnel,KDP Draft — How to Create a Marketing Funnel,<p>KDP Draft — How to Create a Marketing Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5fdb2a2,3.99,1,deny,manual,,active
kdp-draft-—-the-gullah-geechee-guide-to-yearning,KDP Draft — The Gullah Geechee Guide to Yearning,<p>KDP Draft — The Gullah Geechee Guide to Yearning — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1aef4fa,3.99,1,deny,manual,,active
how-to-make-authentic-shrimp-and-grits,How to Make Authentic Shrimp and Grits,<p>How to Make Authentic Shrimp and Grits — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c60b631,3.99,1,deny,manual,,active
the-gullah-geechee-guide-to-unity,The Gullah Geechee Guide to Unity,<p>The Gullah Geechee Guide to Unity — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b4730e3,3.99,1,deny,manual,,active
lowcountry-tourism,Lowcountry Tourism,<p>Lowcountry Tourism — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c89a10b,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-a-personal-brand,KDP Draft — How to Build a Personal Brand,<p>KDP Draft — How to Build a Personal Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b675b9a,3.99,1,deny,manual,,active
kdp-draft-—-gullah-geechee-microenterprise,KDP Draft — Gullah Geechee Microenterprise,<p>KDP Draft — Gullah Geechee Microenterprise — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-63ec873,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-gullah-cabbage,KDP Draft — How to Cook Gullah Cabbage,<p>KDP Draft — How to Cook Gullah Cabbage — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-30016c6,3.99,1,deny,manual,,active
how-to-make-gullah-potato-salad,How to Make Gullah Potato Salad,<p>How to Make Gullah Potato Salad — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9a1c0eb,3.99,1,deny,manual,,active
how-to-master-your-morning-routine,How to Master Your Morning Routine,<p>How to Master Your Morning Routine — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-dad70a0,3.99,1,deny,manual,,active
how-to-master-cast-iron-cooking,How to Master Cast Iron Cooking,<p>How to Master Cast Iron Cooking — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8326a39,3.99,1,deny,manual,,active
how-to-create-a-customer-journey-map,How to Create a Customer Journey Map,<p>How to Create a Customer Journey Map — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4c3055f,3.99,1,deny,manual,,active
how-to-stay-motivated-every-day,How to Stay Motivated Every Day,<p>How to Stay Motivated Every Day — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cee6f41,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-with-seasonal-lowcountry-ingredients,KDP Draft — How to Cook with Seasonal Lowcountry Ingredients,<p>KDP Draft — How to Cook with Seasonal Lowcountry Ingredients — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-989e285,3.99,1,deny,manual,,active
how-to-manage-business-finances,How to Manage Business Finances,<p>How to Manage Business Finances — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d97c1cb,3.99,1,deny,manual,,active
how-to-handle-criticism-gracefully,How to Handle Criticism Gracefully,<p>How to Handle Criticism Gracefully — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c71034d,3.99,1,deny,manual,,active
how-to-build-unshakeable-confidence,How to Build Unshakeable Confidence,<p>How to Build Unshakeable Confidence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b302ba3,3.99,1,deny,manual,,active
gullah-geechee-one-pot-meals,Gullah Geechee One-Pot Meals,<p>Gullah Geechee One-Pot Meals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-aada741,3.99,1,deny,manual,,active
how-to-make-gullah-tea-cakes,How to Make Gullah Tea Cakes,<p>How to Make Gullah Tea Cakes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-59d4fcc,3.99,1,deny,manual,,active
kdp-draft-—-how-to-scale-your-small-business,KDP Draft — How to Scale Your Small Business,<p>KDP Draft — How to Scale Your Small Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bc0bcb8,3.99,1,deny,manual,,active
how-to-build-an-email-list-from-scratch,How to Build an Email List from Scratch,<p>How to Build an Email List from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2ab82ce,3.99,1,deny,manual,,active
kdp-draft-—-how-to-network-like-a-pro,KDP Draft — How to Network Like a Pro,<p>KDP Draft — How to Network Like a Pro — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-33c0d17,3.99,1,deny,manual,,active
how-to-negotiate-better-deals,How to Negotiate Better Deals,<p>How to Negotiate Better Deals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-974072f,3.99,1,deny,manual,,active
how-to-create-a-referral-program,How to Create a Referral Program,<p>How to Create a Referral Program — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d53a5dc,3.99,1,deny,manual,,active
how-to-create-a-content-strategy,How to Create a Content Strategy,<p>How to Create a Content Strategy — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-be98f21,3.99,1,deny,manual,,active
how-to-build-unshakeable-confidence,How to Build Unshakeable Confidence,<p>How to Build Unshakeable Confidence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-46c387d,3.99,1,deny,manual,,active
how-to-prepare-gullah-side-dishes,How to Prepare Gullah Side Dishes,<p>How to Prepare Gullah Side Dishes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-088cffa,3.99,1,deny,manual,,active
how-to-build-a-remote-team,How to Build a Remote Team,<p>How to Build a Remote Team — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b8d8ed6,3.99,1,deny,manual,,active
kdp-draft-—-how-to-scale-your-small-business,KDP Draft — How to Scale Your Small Business,<p>KDP Draft — How to Scale Your Small Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-33c9a86,3.99,1,deny,manual,,active
how-to-manage-anxiety-naturally,How to Manage Anxiety Naturally,<p>How to Manage Anxiety Naturally — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b86329e,3.99,1,deny,manual,,active
how-to-build-a-subscription-business,How to Build a Subscription Business,<p>How to Build a Subscription Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ba3c735,3.99,1,deny,manual,,active
kdp-draft-—-how-to-break-bad-habits-forever,KDP Draft — How to Break Bad Habits Forever,<p>KDP Draft — How to Break Bad Habits Forever — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8502778,3.99,1,deny,manual,,active
how-to-build-an-email-list-from-scratch,How to Build an Email List from Scratch,<p>How to Build an Email List from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-288d257,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-healthy-relationships,KDP Draft — How to Build Healthy Relationships,<p>KDP Draft — How to Build Healthy Relationships — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-722f748,3.99,1,deny,manual,,active
how-to-set-boundaries-that-stick,How to Set Boundaries That Stick,<p>How to Set Boundaries That Stick — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9b8d8de,3.99,1,deny,manual,,active
kdp-draft-—-how-to-negotiate-better-deals,KDP Draft — How to Negotiate Better Deals,<p>KDP Draft — How to Negotiate Better Deals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a91cc50,3.99,1,deny,manual,,active
how-to-build-imagination,How to Build Imagination,<p>How to Build Imagination — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-065dbf8,3.99,1,deny,manual,,active
kdp-draft-—-how-to-find-inner-peace,KDP Draft — How to Find Inner Peace,<p>KDP Draft — How to Find Inner Peace — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3050685,3.99,1,deny,manual,,active
how-to-master-email-marketing,How to Master Email Marketing,<p>How to Master Email Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-63356a4,3.99,1,deny,manual,,active
how-to-build-a-remote-team,How to Build a Remote Team,<p>How to Build a Remote Team — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b7c0260,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-business-plan,KDP Draft — How to Create a Business Plan,<p>KDP Draft — How to Create a Business Plan — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7c9cd70,3.99,1,deny,manual,,active
